,Name,Platform,Year,Genre,Publisher,Na Sales,Eu Sales,Jp Sales,Other Sales,Global Sales,Console Type,Console Manufacturer,Console Released,Console Discontinued,Consoles Sold
2870,Baldur's Gate: Dark Alliance II,PlayStation 2,2004,Role-Playing,Interplay,340000.0,260000.0,0.0,90000.0,0.68,Home,Sony,2000,2013,155000000.0
2871,Shark Tale,Game Boy Advance,2004,Action,Activision,490000.0,180000.0,0.0,10000.0,0.68,Handheld,Nintendo,2001,2010,81510000.0
2872,Plants vs. Zombies: Garden Warfare,Xbox One,2014,Shooter,Electronic Arts,390000.0,230000.0,0.0,60000.0,0.68,Home,Microsoft,2013,2020,58500000.0
2873,Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,340000.0,0.0,330000.0,20000.0,0.68,Home,Nintendo,2006,2013,101630000.0
2874,Bakugan: Battle Brawlers,Wii,2009,Action,Activision,600000.0,30000.0,0.0,50000.0,0.68,Home,Nintendo,2006,2013,101630000.0
2875,Star Wars: Masters of Teras Kasi,PlayStation,1997,Action,LucasArts,380000.0,260000.0,0.0,40000.0,0.68,Home,Sony,1994,2006,102490000.0
2876,The Last Story,Wii,2011,Role-Playing,Nintendo,320000.0,130000.0,180000.0,40000.0,0.68,Home,Nintendo,2006,2013,101630000.0
2877,NBA Street Vol. 2,Xbox,2003,Sports,Electronic Arts,620000.0,40000.0,0.0,20000.0,0.68,Home,Microsoft,2001,2009,24000000.0
2878,Iron Man,PlayStation 3,2008,Action,Sega,320000.0,250000.0,0.0,110000.0,0.68,Home,Sony,2006,2017,87400000.0
2879,Disney Infinity 3.0,PlayStation 4,2015,Action,Disney Interactive Studios,210000.0,360000.0,0.0,110000.0,0.68,Home,Sony,2013,0,117200000.0
2880,Spider-Man 3,PlayStation 3,2007,Platform,Activision,260000.0,290000.0,20000.0,120000.0,0.68,Home,Sony,2006,2017,87400000.0
2881,NCAA Football 2005,Xbox,2004,Sports,Electronic Arts,630000.0,20000.0,0.0,30000.0,0.68,Home,Microsoft,2001,2009,24000000.0
2882,Mortal Kombat Mythologies: Sub-Zero,PlayStation,1997,Fighting,GT Interactive,380000.0,260000.0,0.0,40000.0,0.68,Home,Sony,1994,2006,102490000.0
2883,Rayman Legends,Wii U,2013,Platform,Ubisoft,260000.0,330000.0,30000.0,60000.0,0.68,Home,Nintendo,2012,2017,13560000.0
2884,Naruto: Clash of Ninja,GameCube,2003,Fighting,Tomy Corporation,530000.0,140000.0,0.0,20000.0,0.68,Home,Nintendo,2001,2007,21740000.0
2885,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,570000.0,20000.0,0.0,90000.0,0.68,Home,Sony,2000,2013,155000000.0
2886,Hot Shots Golf: Open Tee 2,PlayStation Portable,2007,Sports,Sony Computer Entertainment,210000.0,110000.0,280000.0,80000.0,0.68,Handheld,Sony,2004,2014,82000000.0
2887,Metro: Last Light,PlayStation 4,2014,Action,Deep Silver,220000.0,300000.0,40000.0,120000.0,0.68,Home,Sony,2013,0,117200000.0
2888,Fossil Fighters: Champions,Nintendo DS,2010,Role-Playing,Nintendo,320000.0,0.0,340000.0,20000.0,0.68,Handheld,Nintendo,2004,2013,154020000.0
2889,Mercenaries: Playground of Destruction,Xbox,2005,Action,LucasArts,540000.0,110000.0,0.0,30000.0,0.68,Home,Microsoft,2001,2009,24000000.0
2890,Sniper Elite 3,PlayStation 4,2014,Shooter,505 Games,220000.0,330000.0,0.0,130000.0,0.68,Home,Sony,2013,0,117200000.0
2891,Doom (2016),Xbox One,2016,Shooter,Bethesda Softworks,390000.0,230000.0,0.0,60000.0,0.68,Home,Microsoft,2013,2020,58500000.0
2892,Bushido Blade 2,PlayStation,1998,Fighting,SquareSoft,250000.0,170000.0,220000.0,40000.0,0.68,Home,Sony,1994,2006,102490000.0
2893,Suikoden II,PlayStation,1998,Role-Playing,Konami Digital Entertainment,150000.0,100000.0,380000.0,40000.0,0.68,Home,Sony,1994,2006,102490000.0
2894,Need for Speed (2015),Xbox One,2015,Racing,Electronic Arts,300000.0,330000.0,0.0,60000.0,0.68,Home,Microsoft,2013,2020,58500000.0
2895,Cars: Mater-National Championship,Nintendo DS,2007,Racing,THQ,630000.0,10000.0,0.0,50000.0,0.68,Handheld,Nintendo,2004,2013,154020000.0
2896,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,290000.0,380000.0,0.0,10000.0,0.68,Home,Microsoft,2001,2009,24000000.0
2897,Hidden Objects: Mystery Stories,Nintendo DS,2009,Adventure,GSP,190000.0,430000.0,0.0,50000.0,0.68,Handheld,Nintendo,2004,2013,154020000.0
2898,Red Steel,Wii,2006,Shooter,Ubisoft,550000.0,40000.0,40000.0,50000.0,0.68,Home,Nintendo,2006,2013,101630000.0
2899,Fight Night 2004,Xbox,2004,Fighting,Electronic Arts,510000.0,150000.0,0.0,20000.0,0.68,Home,Microsoft,2001,2009,24000000.0
2900,Tourist Trophy: The Real Riding Simulator,PlayStation 2,2006,Racing,Sony Computer Entertainment,280000.0,220000.0,110000.0,70000.0,0.68,Home,Sony,2000,2013,155000000.0
2901,.hack//Mutation Part 2,PlayStation 2,2002,Role-Playing,Atari,230000.0,180000.0,200000.0,60000.0,0.68,Home,Sony,2000,2013,155000000.0
2902,Country Dance,Wii,2011,Misc,Funbox Media,590000.0,40000.0,0.0,40000.0,0.68,Home,Nintendo,2006,2013,101630000.0
2903,Turok,PlayStation 3,2008,Action,Touchstone,350000.0,220000.0,10000.0,100000.0,0.68,Home,Sony,2006,2017,87400000.0
2904,Midway Arcade Treasures 2,PlayStation 2,2004,Misc,Midway Games,330000.0,260000.0,0.0,90000.0,0.68,Home,Sony,2000,2013,155000000.0
2905,100 Classic Books,Nintendo DS,2008,Misc,Nintendo,130000.0,520000.0,0.0,20000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2906,Unreal Tournament III,PlayStation 3,2007,Shooter,Midway Games,330000.0,240000.0,0.0,110000.0,0.67,Home,Sony,2006,2017,87400000.0
2907,Final Fantasy Crystal Chronicles: Ring of Fates,Nintendo DS,2007,Role-Playing,Square Enix,220000.0,10000.0,420000.0,20000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2908,Return to Castle Wolfenstein: Tides of War,Xbox,2003,Shooter,Activision,490000.0,160000.0,0.0,20000.0,0.67,Home,Microsoft,2001,2009,24000000.0
2909,Need for Speed Rivals,Xbox One,2013,Racing,Electronic Arts,450000.0,170000.0,0.0,50000.0,0.67,Home,Microsoft,2013,2020,58500000.0
2910,Lollipop Chainsaw,PlayStation 3,2012,Action,Warner Bros. Interactive Entertainment,260000.0,210000.0,110000.0,90000.0,0.67,Home,Sony,2006,2017,87400000.0
2911,The Darkness,PlayStation 3,2007,Shooter,Take-Two Interactive,200000.0,340000.0,0.0,130000.0,0.67,Home,Sony,2006,2017,87400000.0
2912,Street Sk8er,PlayStation,1998,Sports,Electronic Arts,370000.0,250000.0,0.0,40000.0,0.67,Home,Sony,1994,2006,102490000.0
2913,Club Penguin: Elite Penguin Force - Herbert's Revenge,Nintendo DS,2010,Adventure,Disney Interactive Studios,400000.0,220000.0,0.0,60000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2914,Contra: Legacy of War,PlayStation,1996,Shooter,Konami Digital Entertainment,370000.0,250000.0,0.0,40000.0,0.67,Home,Sony,1994,2006,102490000.0
2915,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,350000.0,220000.0,0.0,100000.0,0.67,Home,Sony,2006,2017,87400000.0
2916,Fight Night Round 2004,Xbox,2004,Fighting,Electronic Arts,460000.0,180000.0,0.0,30000.0,0.67,Home,Microsoft,2001,2009,24000000.0
2917,Wolfenstein: The New Order,Xbox One,2014,Shooter,Bethesda Softworks,330000.0,280000.0,0.0,60000.0,0.67,Home,Microsoft,2013,2020,58500000.0
2918,The Biggest Loser: Challenge,Wii,2010,Sports,THQ,490000.0,130000.0,0.0,50000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2919,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,Nintendo DS,2006,Misc,Rocket Company,0.0,0.0,670000.0,0.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2920,Spice World,PlayStation,1998,Action,Sony Computer Entertainment,370000.0,250000.0,0.0,40000.0,0.67,Home,Sony,1994,2006,102490000.0
2921,Star Wars: Republic Commando,Xbox,2005,Shooter,Activision,480000.0,170000.0,0.0,20000.0,0.67,Home,Microsoft,2001,2009,24000000.0
2922,Armored Core 3,PlayStation 2,2002,Simulation,Metro 3D,220000.0,170000.0,230000.0,60000.0,0.67,Home,Sony,2000,2013,155000000.0
2923,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,270000.0,320000.0,0.0,70000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2924,Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0.0,0.0,670000.0,0.0,0.67,Home,Nintendo,2006,2013,101630000.0
2925,Virtua Tennis: World Tour (US & Others sales),PlayStation Portable,2005,Sports,Sega,160000.0,360000.0,0.0,140000.0,0.67,Handheld,Sony,2004,2014,82000000.0
2926,The LEGO Movie Videogame,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,240000.0,310000.0,10000.0,110000.0,0.67,Home,Sony,2013,0,117200000.0
2927,Ratatouille,PlayStation Portable,2007,Action,THQ,220000.0,280000.0,0.0,160000.0,0.67,Handheld,Sony,2004,2014,82000000.0
2928,Wild ARMs 2,PlayStation,1999,Role-Playing,Sony Computer Entertainment,190000.0,130000.0,310000.0,40000.0,0.67,Home,Sony,1994,2006,102490000.0
2929,Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft,0.0,660000.0,0.0,10000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2930,Castlevania: Lords of Shadow,Xbox 360,2010,Action,Konami Digital Entertainment,420000.0,180000.0,10000.0,50000.0,0.67,Home,Microsoft,2005,2016,84000000.0
2931,Minecraft: Story Mode,PlayStation 4,2015,Adventure,Mojang,230000.0,330000.0,0.0,110000.0,0.67,Home,Sony,2013,0,117200000.0
2932,TV Show King Party,Wii,2008,Puzzle,Ubisoft,180000.0,410000.0,0.0,80000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2933,Crafting Mama,Nintendo DS,2010,Simulation,505 Games,400000.0,210000.0,10000.0,50000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2934,007: Quantum of Solace,Wii,2008,Action,Activision,300000.0,290000.0,10000.0,70000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2935,Rock Band 3,Wii,2010,Misc,MTV Games,560000.0,60000.0,0.0,50000.0,0.67,Home,Nintendo,2006,2013,101630000.0
2936,The Fairly Odd Parents: Breakin Da Rules,PlayStation 2,2003,Platform,THQ,330000.0,250000.0,0.0,90000.0,0.67,Home,Sony,2000,2013,155000000.0
2937,WWE SmackDown vs. RAW 2007,PlayStation Portable,2006,Fighting,THQ,330000.0,200000.0,0.0,140000.0,0.67,Handheld,Sony,2004,2014,82000000.0
2938,Peppa Pig: Fun and Games,Nintendo DS,2010,Misc,Ubisoft,0.0,580000.0,0.0,90000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2939,Adventures of Tron,Atari 2600,1981,Action,Mattel Interactive,630000.0,30000.0,0.0,10000.0,0.67,Home,Atari,1977,1992,30000000.0
2940,Phoenix Wright: Ace Attorney - Trials and Tribulations,Nintendo DS,2007,Adventure,Capcom,330000.0,50000.0,250000.0,40000.0,0.67,Handheld,Nintendo,2004,2013,154020000.0
2941,NHL 13,Xbox 360,2012,Sports,Electronic Arts,510000.0,110000.0,0.0,50000.0,0.67,Home,Microsoft,2005,2016,84000000.0
2942,Borderlands: The Pre-Sequel,PlayStation 3,2014,Shooter,Take-Two Interactive,250000.0,260000.0,50000.0,110000.0,0.67,Home,Sony,2006,2017,87400000.0
2943,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Game Boy Advance,0,Action,Disney Interactive Studios,480000.0,180000.0,0.0,10000.0,0.67,Handheld,Nintendo,2001,2010,81510000.0
2944,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,Nintendo DS,2006,Misc,IE Institute,0.0,0.0,660000.0,0.0,0.66,Handheld,Nintendo,2004,2013,154020000.0
2945,Pro Pinball: Big Race USA,PlayStation,1999,Simulation,Take-Two Interactive,370000.0,250000.0,0.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2946,NFL Street,Xbox,2004,Sports,Electronic Arts,490000.0,150000.0,0.0,20000.0,0.66,Home,Microsoft,2001,2009,24000000.0
2947,Shaun White Snowboarding,PlayStation 3,2008,Sports,Ubisoft,310000.0,240000.0,10000.0,100000.0,0.66,Home,Sony,2006,2017,87400000.0
2948,The LEGO Movie Videogame,Wii U,2014,Action,Warner Bros. Interactive Entertainment,350000.0,230000.0,30000.0,60000.0,0.66,Home,Nintendo,2012,2017,13560000.0
2949,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,550000.0,20000.0,0.0,90000.0,0.66,Home,Sony,2000,2013,155000000.0
2950,MLB 2004,PlayStation 2,2003,Sports,Sony Computer Entertainment,320000.0,250000.0,0.0,80000.0,0.66,Home,Sony,2000,2013,155000000.0
2951,Naruto Shippuden: Ultimate Ninja 4,PlayStation 2,2007,Fighting,Atari,260000.0,10000.0,130000.0,260000.0,0.66,Home,Sony,2000,2013,155000000.0
2952,Tiger Woods PGA Tour 2000,PlayStation,1998,Sports,Electronic Arts,370000.0,250000.0,0.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2953,Darkstone,PlayStation,2001,Role-Playing,Electronic Arts,370000.0,250000.0,0.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2954,NCAA March Madness 2003,PlayStation 2,2002,Sports,Electronic Arts,320000.0,250000.0,0.0,80000.0,0.66,Home,Sony,2000,2013,155000000.0
2955,Finding Nemo,Xbox,2003,Action,THQ,480000.0,160000.0,0.0,20000.0,0.66,Home,Microsoft,2001,2009,24000000.0
2956,Thrillville,PlayStation 2,2006,Strategy,Atari,550000.0,20000.0,0.0,90000.0,0.66,Home,Sony,2000,2013,155000000.0
2957,NHL 10,Xbox 360,2009,Sports,Electronic Arts,510000.0,100000.0,0.0,60000.0,0.66,Home,Microsoft,2005,2016,84000000.0
2958,Jikkyou World Soccer 2000 Final Edition,PlayStation 2,2000,Sports,Konami Digital Entertainment,0.0,0.0,660000.0,0.0,0.66,Home,Sony,2000,2013,155000000.0
2959,Madagascar,GameCube,2005,Platform,Activision,520000.0,130000.0,0.0,20000.0,0.66,Home,Nintendo,2001,2007,21740000.0
2960,Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0.0,0.0,660000.0,0.0,0.66,Home,Nintendo,2006,2013,101630000.0
2961,Dragon Quest Monsters: Caravan Heart,Game Boy Advance,2003,Role-Playing,Enix Corporation,0.0,0.0,640000.0,20000.0,0.66,Handheld,Nintendo,2001,2010,81510000.0
2962,Strawberry Shortcake: Summertime Adventure,Game Boy Advance,2004,Adventure,Majesco Entertainment,470000.0,180000.0,0.0,10000.0,0.66,Handheld,Nintendo,2001,2010,81510000.0
2963,Rayman Legends,PlayStation 3,2013,Platform,Ubisoft,140000.0,380000.0,0.0,140000.0,0.66,Home,Sony,2006,2017,87400000.0
2964,Street Fighter Anniversary Collection,PlayStation 2,2004,Fighting,Capcom,320000.0,250000.0,0.0,80000.0,0.66,Home,Sony,2000,2013,155000000.0
2965,Legend of Legaia,PlayStation,1998,Role-Playing,Sony Computer Entertainment,370000.0,250000.0,0.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2966,Fist of the North Star: Ken's Rage,PlayStation 3,2010,Action,Ubisoft Annecy,60000.0,30000.0,550000.0,20000.0,0.66,Home,Sony,2006,2017,87400000.0
2967,Wario: Master of Disguise,Nintendo DS,2007,Platform,Nintendo,280000.0,20000.0,330000.0,30000.0,0.66,Handheld,Nintendo,2004,2013,154020000.0
2968,Toy Story 3: The Video Game,PlayStation Portable,2010,Action,Disney Interactive Studios,270000.0,250000.0,0.0,140000.0,0.66,Handheld,Sony,2004,2014,82000000.0
2969,The Sims: Bustin' Out,GameCube,2003,Simulation,Electronic Arts,430000.0,200000.0,0.0,30000.0,0.66,Home,Nintendo,2001,2007,21740000.0
2970,Tiger Woods PGA Tour 09,PlayStation 3,2008,Sports,Electronic Arts,340000.0,220000.0,0.0,100000.0,0.66,Home,Sony,2006,2017,87400000.0
2971,Keystone Kapers,Atari 2600,1982,Action,Activision,620000.0,40000.0,0.0,10000.0,0.66,Home,Atari,1977,1992,30000000.0
2972,LEGO Marvel Super Heroes,PlayStation 5,2013,Action,Warner Bros. Interactive Entertainment,150000.0,350000.0,0.0,160000.0,0.66,Home,Sony,2020,0,30000000.0
2973,New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,290000.0,140000.0,190000.0,40000.0,0.66,Home,Nintendo,2006,2013,101630000.0
2974,Shrek: Hassle at the Castle,Game Boy Advance,2002,Action,TDK Mediactive,470000.0,170000.0,0.0,10000.0,0.66,Handheld,Nintendo,2001,2010,81510000.0
2975,Suikoden IV,PlayStation 2,2004,Role-Playing,Konami Digital Entertainment,170000.0,130000.0,300000.0,50000.0,0.66,Home,Sony,2000,2013,155000000.0
2976,Gods Eater Burst,PlayStation Portable,2010,Action,Namco Bandai Games,30000.0,0.0,620000.0,0.0,0.66,Handheld,Sony,2004,2014,82000000.0
2977,Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,2004,Platform,Disney Interactive Studios,470000.0,170000.0,0.0,10000.0,0.66,Handheld,Nintendo,2001,2010,81510000.0
2978,Um Jammer Lammy,PlayStation,1998,Misc,Sony Computer Entertainment,120000.0,80000.0,410000.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2979,Brothers In Arms: Road to Hill 30,Xbox,2005,Shooter,Ubisoft,490000.0,140000.0,0.0,20000.0,0.66,Home,Microsoft,2001,2009,24000000.0
2980,Madden NFL 10,PlayStation Portable,2009,Sports,Electronic Arts,500000.0,80000.0,0.0,80000.0,0.66,Handheld,Sony,2004,2014,82000000.0
2981,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PlayStation Portable,2007,Action,Activision,230000.0,270000.0,0.0,160000.0,0.66,Handheld,Sony,2004,2014,82000000.0
2982,Taiko no Tatsujin DS: Touch de Dokodon!,Nintendo DS,2007,Misc,Namco Bandai Games,0.0,0.0,660000.0,0.0,0.66,Handheld,Nintendo,2004,2013,154020000.0
2983,F1 2015,PlayStation 4,2015,Racing,Codemasters,90000.0,440000.0,30000.0,90000.0,0.66,Home,Sony,2013,0,117200000.0
2984,Scene It? Box Office Smash,Xbox 360,2008,Misc,Microsoft Game Studios,330000.0,250000.0,0.0,70000.0,0.66,Home,Microsoft,2005,2016,84000000.0
2985,Animaniacs Ten Pin Alley,PlayStation,1998,Sports,ASC Games,360000.0,250000.0,0.0,40000.0,0.66,Home,Sony,1994,2006,102490000.0
2986,Disney Infinity 2.0: Marvel Super Heroes,Wii U,2014,Action,Disney Interactive Studios,380000.0,220000.0,0.0,60000.0,0.65,Home,Nintendo,2012,2017,13560000.0
2987,NHL 13,PlayStation 3,2012,Sports,Electronic Arts,330000.0,220000.0,0.0,100000.0,0.65,Home,Sony,2006,2017,87400000.0
2988,Kung Fu Panda,PlayStation 2,2008,Action,Activision,240000.0,0.0,0.0,410000.0,0.65,Home,Sony,2000,2013,155000000.0
2989,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,320000.0,220000.0,10000.0,100000.0,0.65,Home,Sony,2006,2017,87400000.0
2990,The Evil Within,Xbox One,2014,Action,Bethesda Softworks,350000.0,250000.0,0.0,50000.0,0.65,Home,Microsoft,2013,2020,58500000.0
2991,Tiger Woods PGA Tour 09,Xbox 360,2008,Sports,Electronic Arts,350000.0,230000.0,0.0,70000.0,0.65,Home,Microsoft,2005,2016,84000000.0
2992,Radiata Stories,PlayStation 2,2005,Role-Playing,Square Enix,180000.0,140000.0,290000.0,50000.0,0.65,Home,Sony,2000,2013,155000000.0
2993,F-Zero GX,GameCube,2003,Racing,Nintendo,410000.0,110000.0,120000.0,20000.0,0.65,Home,Nintendo,2001,2007,21740000.0
2994,Disney's Chicken Little,PlayStation 2,2005,Platform,Disney Interactive Studios,320000.0,250000.0,0.0,80000.0,0.65,Home,Sony,2000,2013,155000000.0
2995,Wall-E,PlayStation Portable,2008,Platform,THQ,290000.0,220000.0,0.0,140000.0,0.65,Handheld,Sony,2004,2014,82000000.0
2996,Yoshi Topsy-Turvy,Game Boy Advance,2004,Platform,Nintendo,250000.0,90000.0,300000.0,10000.0,0.65,Handheld,Nintendo,2001,2010,81510000.0
2997,Up,Nintendo DS,2009,Action,THQ,310000.0,280000.0,0.0,70000.0,0.65,Handheld,Nintendo,2004,2013,154020000.0
2998,Monster Jam: Maximum Destruction,PlayStation 2,2002,Racing,Ubisoft,320000.0,250000.0,0.0,80000.0,0.65,Home,Sony,2000,2013,155000000.0
2999,Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,560000.0,40000.0,0.0,50000.0,0.65,Home,Nintendo,2006,2013,101630000.0
3000,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,Game Boy Advance,2005,Misc,THQ,470000.0,170000.0,0.0,10000.0,0.65,Handheld,Nintendo,2001,2010,81510000.0
3001,World of Dragon Warrior - Torneko: The Last Hope,PlayStation,1999,Role-Playing,Enix Corporation,20000.0,10000.0,580000.0,40000.0,0.65,Home,Sony,1994,2006,102490000.0
3002,Drawn to Life: The Next Chapter,Nintendo DS,2009,Puzzle,THQ,450000.0,140000.0,0.0,60000.0,0.65,Handheld,Nintendo,2004,2013,154020000.0
3003,MLB 14: The Show,PlayStation 4,2014,Sports,Sony Computer Entertainment America,580000.0,0.0,0.0,70000.0,0.65,Home,Sony,2013,0,117200000.0
3004,Tiger Woods PGA Tour 10,Xbox 360,2009,Sports,Electronic Arts,390000.0,200000.0,0.0,60000.0,0.65,Home,Microsoft,2005,2016,84000000.0
3005,Advance Wars 2: Black Hole Rising,Game Boy Advance,2003,Strategy,Nintendo,470000.0,170000.0,0.0,10000.0,0.65,Handheld,Nintendo,2001,2010,81510000.0
3006,Fire Emblem: Shadow Dragon,Nintendo DS,2008,Role-Playing,Nintendo,310000.0,30000.0,270000.0,30000.0,0.65,Handheld,Nintendo,2004,2013,154020000.0
3007,Centipede,PlayStation,1998,Shooter,Atari,360000.0,250000.0,0.0,40000.0,0.65,Home,Sony,1994,2006,102490000.0
3008,Drakengard,PlayStation 2,2003,Role-Playing,Square Enix,190000.0,150000.0,260000.0,50000.0,0.65,Home,Sony,2000,2013,155000000.0
3009,SingStar Pop Hits,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.0,500000.0,0.0,150000.0,0.65,Home,Sony,2000,2013,155000000.0
3010,Kung-Fu Master,Atari 2600,1987,Action,Activision,600000.0,40000.0,0.0,10000.0,0.65,Home,Atari,1977,1992,30000000.0
3011,Champions: Return to Arms,PlayStation 2,2005,Role-Playing,Sony Online Entertainment,320000.0,250000.0,0.0,80000.0,0.65,Home,Sony,2000,2013,155000000.0
3012,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,540000.0,20000.0,0.0,90000.0,0.65,Home,Sony,2000,2013,155000000.0
3013,SingStar R&B,PlayStation 2,2007,Misc,Sony Computer Entertainment,0.0,50000.0,0.0,600000.0,0.65,Home,Sony,2000,2013,155000000.0
3014,Mary-Kate and Ashley: Magical Mystery Mall,PlayStation,2000,Adventure,Acclaim Entertainment,360000.0,240000.0,0.0,40000.0,0.65,Home,Sony,1994,2006,102490000.0
3015,MX vs. ATV Untamed,PlayStation Portable,2007,Racing,THQ,350000.0,180000.0,0.0,120000.0,0.65,Handheld,Sony,2004,2014,82000000.0
3016,Disney Sing It: Party Hits,Wii,2010,Misc,Disney Interactive Studios,500000.0,110000.0,0.0,50000.0,0.65,Home,Nintendo,2006,2013,101630000.0
3017,Dead or Alive 5,PlayStation 3,2012,Fighting,Tecmo Koei,230000.0,150000.0,200000.0,70000.0,0.65,Home,Sony,2006,2017,87400000.0
3018,Star Ocean: First Departure,PlayStation Portable,2007,Role-Playing,Square Enix,200000.0,140000.0,220000.0,90000.0,0.65,Handheld,Sony,2004,2014,82000000.0
3019,Super Robot Taisen Impact,PlayStation 2,2002,Strategy,Banpresto,0.0,0.0,650000.0,0.0,0.65,Home,Sony,2000,2013,155000000.0
3020,Dragon Age: Inquisition,PlayStation 3,2014,Role-Playing,Electronic Arts,260000.0,230000.0,50000.0,100000.0,0.65,Home,Sony,2006,2017,87400000.0
3021,The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,390000.0,200000.0,0.0,60000.0,0.65,Home,Nintendo,2006,2013,101630000.0
3022,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,Nintendo DS,2008,Misc,Namco Bandai Games,0.0,0.0,650000.0,0.0,0.65,Handheld,Nintendo,2004,2013,154020000.0
3023,Sengoku Basara: Samurai Heroes,PlayStation 3,2010,Action,Capcom,170000.0,40000.0,400000.0,30000.0,0.65,Home,Sony,2006,2017,87400000.0
